Entitas,Label
israel,GPE
iran,GPE
iran,GPE
khamenei,PER
asisrael kedutaan kedubes iran jakarta indonesia,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
##israe,NOR
teheran,GPE
##bes,NOR
iran,GPE
khamene,PER
ayatollah,PER
sayyid ali khamene,PER
pemimpin,NOR
revolusi islam iran,NOR
kedu,LOC
##bes,NOR
iran,GPE
advertis,ORG
pemerintah lembaga penyiaran republik islam iran,NOR
kh,PER
khamene,PER
iran,GPE
israel,GPE
hamas,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
israel,GPE
teheran,GPE
pemimpin,NOR
hamas,NOR
ismail haniyeh teheran,PER
iran,GPE
pasukan garda revolusi militer,NOR
khamenei,PER
rapat darurat,EVT
dewan keamanan tertinggi nasional,NOR
new york times,ORG
haniyeh khamenei,PER
iran,GPE
upacara pemakaman khamenei,EVT
pemerintah iran,NOR
ayatollah ali khamenei,PER
israel,GPE
amerika serikat,GPE
gmt umat,ORG
islam,NOR
masjid agung imam khamenei teheran ir,LOC
##na,GPE
dewan koordinasi pembangunan islam iran,NOR
khamenei,PER
asis,ORG
##rael,NOR
khamenei,PER
asisrael iran,NOR
iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
pemerintah iran,NOR
fars al jazeera,PER
pemerintahan iran,NOR
tujuh,CRD
fars,PRD
khamene,PER
televisi pemerintah iran,NOR
pemimpin tertinggi iran,NOR
pemerintah iran,NOR
netanyahu,NOR
israel,GPE
bos keamanan iran,NOR
ali larijan,PER
perdana menteri israel,NOR
benjamin netanyahu,PER
israel,GPE
sekretaris dewan keamanan tertinggi iran,NOR
ali larijan,PER
larijan,PER
netanyahu,PER
israel,GPE
komandan pasukan basij iran,NOR
gholamreza soleimani,PER
ali larijan,PER
ali larijan,PER
garda revolusi ir,NOR
##gc,ORG
iran,GPE
adver,ORG
basij soleimani,PER
as,GPE
mojtaba khamene,PER
##i,GPE
menteri pertahanan amerika serikat,NOR
pete hegset,PER
pemimpin tertinggi iran,NOR
moj,PER
##tab,NOR
##a khaemeni,PER
hegseth mojtaba,PER
iran,GPE
mojtaba khamenei,PER
pemerintah iran,NOR
mojtaba khamene,PER
pemimpin iran,NOR
ayatollah ali khamene,PER
moj,PER
##tab,NOR
##a,PER
selat hormuz,LOC
khamenei,PER
irak,GPE
pemerintah irak,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
al jazeera,NOR
irak,GPE
juru bicara pemerintah irak,NOR
bassem alawadi,PER
iran,GPE
islam,REG
khamene,PER
iran,GPE
umat islam,REG
ulama mujah,REG
##id,NOR
grand ayatollah,PER
sayyid ali alhusseini alkhamenei,PER
iran,GPE
khamenei,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
israel,GPE
amerika serikat as,GPE
pemerintah iran,NOR
iran,GPE
tasnim mehr,PER
ali khamenei,PER
israel,GPE
khamene,PER
menteri israel,NOR
benjamin netanyahu,PER
khamenei,PER
asi,NOR
##srae,ORG
##l iran,NOR
khamenei,PER
as,GPE
iran,GPE
nuklir,EVT
amerika,GPE
serikat,NOR
as,GPE
israel,GPE
ayatollah ali khamenei,PER
sekretaris dewan keamanan nasional iran,NOR
ali larijan,PER
as,GPE
khamene,PER
amerika serikat,GPE
lari,PER
larijan,PER
iran,GPE
as,GPE
nuklir,EVT
as,GPE
asisrael,NOR
iran,GPE
amerika serikat israel,GPE
al jazeera,ORG
sekolah dasar perempuan,ORG
provinsi,GPE
mina,ORG
##b,GPE
bicara lembaga kemanusiaan sabit merah,ORG
amerika serikat,GPE
israel,GPE
iran,GPE
provinsi,GPE
iran as,GPE
israel,GPE
iran,GPE
provinsi imbas,GPE
menteri pertahanan iran,NOR
asisrael,NOR
menteri pertahanan iran,NOR
aziz nasirzadeh,PER
kepala staf angkatan darat,NOR
abdul rahim mousavi,PER
amerika serikat iran,GPE
negara,GPE
ir,GPE
##na irna,ORG
al jazeera,PER
iran,GPE
khamene,PER
ali shamkhani,PER
komandan tertinggi korps garda revolusi islam irgc,NOR
mohammad pakpour irna,PER
amerika s,GPE
khamene,PER
##i israel,NOR
menhan komandan irgc iran,NOR
israel,GPE
iran,GPE
aziz nasirzadeh,PER
menteri pertahanan negara,NOR
ali shamkhani,PER
kepala dewan keamanan iran,NOR
mohammad pakpour,PER
komandan korps garda revolusi islam irgc,NOR
saleh asadi,PER
hossein jabal amelian reza mozaffarin,PER
pertahanan,NOR
mohammed shiraz,PER
##i,NOR
menteri negeri iran,NOR
abbas araghchi,PER
pimpinan senior iran,NOR
israel,GPE
iran,GPE
larijan,PER
israel,GPE
iran,GPE
sekretaris dewan keamanan tertinggi iran,NOR
ali larijani,PER
tel aviv,GPE
israel,GPE
iran,GPE
tel aviv,GPE
rudal,PRD
hulu ledak klas,PRD
ali larijan,PER
israel,GPE
iran,GPE
hulu ledak klas,PRD
bahan peledak,PRD
trump,PER
empat,CRD
trump,PER
pejabat iran,NOR
mojtaba khamenei,PER
pemimpin tertinggi iran,NOR
mojtaba khamenei,PER
amerika,GPE
serikat,NOR
asisrael februari,PER
azim ebrahimpour,PER
senior iran,NOR
moj,PER
##tab,NOR
##a,PER
pemimpin,NOR
ayatollah ali khamenei mojtab,PER
adver,LOC
ebrahimpour,PER
moj,ORG
##tab,NOR
##a,ORG
iran,GPE
international media m,ORG
israel,GPE
teheran,GPE
presiden dewan keamanan iran militer israel,NOR
teheran,GPE
iran,GPE
dewan keamanan nasional militer israel,NOR
iran,GPE
angkatan udara israel,NOR
iran,GPE
teheran,GPE
israel,GPE
trump,PER
iran,GPE
presiden amerika serikat,NOR
donald trump,PER
iran,GPE
pemerintahan negara berganti,NOR
ayatollah ali khamenei trump,PER
korps angkatan bersenjata iran irgc polisi iran,NOR
as,NOR
trump,PER
al jazeera khamene,PER
iran,GPE
trump,PER
perdana menteri israel,NOR
benjamin netanyahu khamanei,PER
iran,GPE
ali shamkhani,PER
panglima irgc,NOR
mohammad pakpour,PER
pemerintah iran,NOR
amerika serikat israel,GPE
teheran,NOR
iran,NOR
islamic republic news agency irna,ORG
ali shamkani,PER
pemimpin,NOR
iran,NOR
shamkhani,PER
ayatollah ali khemenei,PER
sekretaris dewan pertahanan iran,NOR
shamkhani irna,PER
teri,NOR
korps garda revolusi islam irgc,NOR
mohammad pakpour,PER
kim jong un,PER
menembak asisrael,EVT
iran,GPE
perang,ORG
korea,GPE
utara,NOR
kim jong un,PER
kim ju ae,PER
pistol,EVT
pemerintah korut,NOR
ju ae,PER
pistol,PRD
kim jong un,PER
pistol senjata ringan,PRD
kim jong un kim ju ae,PER
jaket kulit sera,PRD
pabrik kim jong un pu,LOC
trump,PER
khamene,PER
iran,GPE
presiden amerika serikat,NOR
donald trump,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
as,GPE
israel,GPE
abc news,ORG
trump,PER
khamene,PER
iran,GPE
iran,GPE
trump,PER
trump,PER
khamene,PER
pemimpin,NOR
iran,GPE
as,GPE
rp m,MON
pemimpin,NOR
iran,NOR
amerika serikat,GPE
us juta,MON
rp miliar usrp,MON
pejabat,NOR
militer intelijen iran,NOR
pemimpin,NOR
iran,NOR
mojtaba khamenei,PER
sembilan,CRD
islamic revolutionary guard corps irgc,ORG
departemen negeri as,NOR
ir,NOR
##g,ORG
pemerintahan,NOR
trump,PER
iran,GPE
khamenei,PER
presiden amerika serikat as,NOR
donald trump,PER
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
trump,PER
cbs news,ORG
trump,PER
iran,GPE
as,GPE
israel,GPE
trump,PER
khamene,PER
iran,GPE
israel,GPE
cbs,ORG
rusia,GPE
israel,GPE
iran,GPE
khamenei,PER
rusia,GPE
israel,GPE
amerika serikat,GPE
iran,GPE
ayatollah ali khamene,PER
tel aviv,GPE
as,GPE
kementerian negeri rusia,NOR
israel,GPE
iran,GPE
moskow,GPE
timur,GPE
israel,GPE
iran,GPE
khamene,PER
khamene,PER
perdana menteri israel,NOR
benjamin netanya,PER
trump,PER
as,GPE
khamenei iran,PER
donald trump,PER
amerika serikat,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
asisrael,ORG
abc news trump,ORG
as,GPE
khamenei,PER
pemimpin iran,NOR
trump,PER
jonathan karl,PER
abc news,ORG
paus,NOR
timur,EVT
pemimpin miliar umat khatolik,NOR
paus,PER
leo xiv,PER
kekerasan timur,EVT
amerika serikat as,GPE
israel,GPE
iran,GPE
lapangan santo petrus,LOC
as,GPE
israel,GPE
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
trump,PER
as,GPE
iran,NOR
intelijen,NOR
amerika,GPE
serikat,NOR
iran,NOR
asi,NOR
##s,ORG
iran,NOR
iran,GPE
as,GPE
as,GPE
presiden as,NOR
donald trump,PER
trump,PER
iran,GPE
as,GPE
iran,GPE
khamene,PER
iran,GPE
ayatollah,PER
ali khamenei,PER
amerika serikat,GPE
jalanjalan teheran,LOC
iran,GPE
khamene,PER
amerika,GPE
israel,GPE
iran,GPE
middle east eye advertisement,ORG
##ota lore,EVT
##stan,LOC
is,PER
##fah,PER
zahedan busher,PER
rah,PER
##st,ORG
pemerintah iran,NOR
mehr,ORG
news,NOR
rah,PER
##st,ORG
asisrael,ORG
##teng,ORG
iran,GPE
korps garda revolusi islam iran ir,NOR
##gc,ORG
amerika serikat,GPE
timur,ORG
bank teheran,ORG
komando operasi militer,NOR
pusat khatam al anbiya,ORG
bank as israel,ORG
amerika serikat,GPE
zionis militer iran,NOR
iran,GPE
timur,GPE
as,GPE
as,GPE
israel,GPE
bank teheran,ORG
khamenei,PER
iran,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
amerika serikat,GPE
israel,GPE
khamene,PER
teheran,GPE
iran,GPE
timur,GPE
fars news tas,ORG
##nim,PER
khamene,PER
iran,GPE
ayatollah agung,PER
imam,PER
sayyid ali khamenei,PER
revolusi islam,NOR
amerika,GPE
zionis,NOR
februari,DAT
tasnim,GPE
mojtaba khamene,PER
pemimpin iran,NOR
operasi asisrael,EVT
iran,GPE
pemimpin,NOR
pemimpin revolusi islam,NOR
mojtaba khamenei,PER
iran,NOR
pemimpin revolusi islam,NOR
ayatollah seyed mojtaba khamene,PER
pemerintah,NOR
tasnim news agency,ORG
pemimpin iran presiden,NOR
masoud pezesh,PER
##kian,NOR
sekretaris dewan keamanan nasional,NOR
ali larijani,PER
moj,PER
##tab,NOR
##a mojtaba,PER
anwar ibrahim,PER
asisrael iran,NOR
khamene,PER
perdana menteri malaysia,NOR
anwar ibrahim,PER
amerika serikat,GPE
asis,PER
##rae,NOR
iran,NOR
ayatullah ali khamene,PER
asisrael,NOR
iran,GPE
kawasan timur,LOC
ali khamene,PER
iran,GPE
anwar,PER
kuala lumpur,GPE
malaysia,GPE
demo antipemerintah,NOR
iran,GPE
protes anti,EVT
##pemer,NOR
##intah,EVT
iran,GPE
pemerintah,NOR
iran,NOR
iran,GPE
kurdi iran barat laut,GPE
iran,GPE
separatis,GPE
kurdi,GPE
moj,ORG
##taba,NOR
kha,ORG
##emenei wantiwa,PER
pemimpin tertinggi iran,NOR
mojtaba khamanei,PER
moj,ORG
##taba,NOR
iran,GPE
ana,PER
##lu,PER
agen,PER
##dy motjaba,PER
mayor jenderal irgc iran,NOR
asisrael korps garda revolusi iran islamic revolutionary guard corpsirgc,NOR
staf,NOR
mayor jenderal jamshid eshaghi,PER
israel,GPE
amerika serikat,GPE
iran,GPE
irg,ORG
eshagh,PER
al jazeera irgc,ORG
iran,GPE
komandan angkatan laut irgc,NOR
laksamana alireza tangsir,PER
pekan,EVT
khamenei,PER
asisrael iran,NOR
ayatollah ali khamenei,PER
amerika serikat as,GPE
israel,GPE
iran,GPE
as,GPE
israel,GPE
khamene,PER
iran,GPE
presiden as,NOR
donald trump,PER
perdana menteri israel,NOR
benjamin netanyahu,PER
iran,GPE
trump,PER
gedung putih,ORG
as,GPE
iran,GPE
gedung,NOR
putih,ORG
amerika serikat,GPE
israel,GPE
iran,GPE
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
as,GPE
iran,GPE
pemerintah iran,NOR
as,GPE
presiden,NOR
donald trump,PER
as,GPE
iran,GPE
israel,GPE
menteri negeri amerika serikat,NOR
marco rubio,PER
iran,GPE
israel,GPE
rub,PER
as,GPE
israel,GPE
iran,GPE
iran,GPE
as,GPE
timur,LOC
iran,GPE
as,GPE
israel,GPE
capitol hill al jazeera,LOC
amerika,GPE
iran,GPE
israel,GPE
mossad otoritas iran,NOR
israel,GPE
perang israel amerika serikat,EVT
zionis,NOR
mossad,NOR
miz,PRD
##an,ORG
online,PRD
kehakiman,NOR
mizan,ORG
kouroush keyvan,PER
iran,GPE
israel,GPE
juni,DAT
amerika serikat,GPE
fasilitas nuklir,LOC
iran,GPE
hamish daud,PER
hamish daud,PER
kementerian haji umrah,NOR
hamish,PER
iran,GPE
israel,GPE
serikat,ORG
situ,PER
amanaman hamish,LOC
detik,ORG
##ho,EVT
perang,EVT
iran,GPE
israel,GPE
pemerintah,NOR
gading,PER
mart,ORG
jakarta,GPE
gading mart,PER
##en,ORG
jakarta,GPE
paris,GPE
prancis,GPE
iran,GPE
israel,GPE
gading,PER
marten,ORG
pesawat advertisement,PRD
go,PRD
gading,PER
gading,PER
mobil,PRD
andara,LOC
cil,GPE
##andak,LOC
jakarta selatan,GPE
tuhan,REG
jakarta,GPE
home sweet home gading,LOC
cnnindonesiacom,ORG
gading,PER
marten,ORG
gading,EVT
mart,ORG
indonesia,GPE
gading,PER
mart,ORG
eropa,GPE
perang,EVT
iran,GPE
israel,GPE
##amerika,EVT
serikat,GPE
teluk persia,LOC
paris,GPE
prancis,GPE
instagram,PRD
gading,PER
mart,ORG
eropa,GPE
detikhot,ORG
iran,GPE
esmail,ORG
khatib,PER
israel,GPE
presiden iran,NOR
masoud pezeshkian,PER
israel,GPE
menteri intelijen,NOR
esmail,ORG
khatib,PER
khatib,PER
ketiga,ORD
iran,GPE
israel,GPE
kepala keamanan iran,NOR
ali larijan,PER
pasukan paramiliter,NOR
basi,PER
##j,NOR
israel,GPE
peze,PER
##sh,NOR
##kian x,ORG
al jazeer,PER
##a,ORG
analis militer,NOR
israel,GPE
dubes iran,NOR
megawati,PER
mojtaba khamene,PER
presiden republik indonesia ketua pdi perjuangan,NOR
megawati soekarnoputri,PER
mojtaba khamene,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamenei,PER
megawati,PER
mojtaba khamene,PER
duta republik islam iran indonesia,NOR
mohammad boroujerd,PER
iran,GPE
megawati,PER
jakarta advertis,ORG
megawati,PER
##uj,NOR
menteng jaka,LOC
asis,ORG
##rae,NOR
iran,GPE
arab,GPE
amerika serikat,GPE
israel,GPE
iran,GPE
timur,LOC
iran,GPE
asi,NOR
##srae,ORG
##l,NOR
garda revolusi,NOR
islam,ORG
as,GPE
negara,GPE
arab,GPE
israel,GPE
asi,NOR
##s,ORG
##rael,NOR
pemimpin,NOR
ayatollah,PER
ali khamenei,PER
iran,GPE
khamenei,PER
iran,GPE
as,GPE
israel,GPE
teheran,GPE
khamanei,PER
intelijen iran,NOR
asisrael kongkalikon,PER
khamene,PER
menteri intelijen iran,NOR
esmail khatib,PER
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
amerika serikat,GPE
israel,GPE
khatib,PER
iran,GPE
kham,PER
##ene,GPE
khatib,PER
iran,GPE
international,ORG
khatib,PER
iran,GPE
november,DAT
netanyahu,PER
perdana menteri pm israel,NOR
benjamin netanyahu,PER
iran,GPE
netanyahu,PER
kopi kedai,PRD
kopi net,PRD
##anya,PER
##hu,PRD
ibrani,PRD
netanyahu,PER
ai,PER
netanyahu,PER
gelas kopi,PRD
mojtaba khamene,PER
pemimpin iran,NOR
ayatolla,PER
majelis ahli iran,NOR
mojtaba khamene,PER
ayatollah ali khamenei,PER
mojtaba,PER
sepuluh,CRD
ali khamene,PER
amerika serikat,GPE
februari,DAT
meluas,EVT
mojtaba khamenei,PER
alireza arafi,PER
dewan memimpin,NOR
mohsen araki hassan khomeini,PER
iran,GPE
pemerintah lsm pemimpin tertinggi iran,NOR
iran,NOR
lembaga ham as,NOR
lembaga ham norwegia,NOR
berdarah,EVT
iran,GPE
desember,DAT
pemerintah iran,NOR
lembaga pemantau hak asasi manusia,NOR
iran,GPE
pemimpin,NOR
ayatollah ali khamenei,PER
pemimpin tertinggi iran,NOR
pemimpin tertinggi iran,NOR
ayatollah ali khamene,PER
desember,DAT
israel,GPE
amerika serikat,GPE
iran,GPE
as,GPE
israel,GPE
khamene,PER
al jazeera,PER
pemerintah lembaga iran,NOR
iran,GPE
utusan korsel,NOR
menlu iran,NOR
asisrael menteri negeri iran,NOR
abbas arag,PER
##chi,NOR
amerika,GPE
serikat,NOR
israel,GPE
timur,EVT
selat hormuz araghchi,LOC
utusan,NOR
menlu korea selatan iran,NOR
byung ha teheran,PER
menlu araghchi,NOR
as,GPE
israel,GPE
teluk persia,LOC
selat hormuz,LOC
pemerintah iran x iran,NOR
